author_type,doc_id,noun_phrase,root_text,pre_nom,post_nom,start_idx,end_idx,root_idx,np_len,n_pre,n_post
published,published-S1571064519300028,other neural subsystems,subsystems,JJ,NA,268,270,270,3,2,0
published,published-S1571064519300028,"relatively sparse, long-range  connections",connections,JJ,NA,272,286,286,5,4,0
published,published-S1571064519300028,the HMM,HMM,DT,NA,291,292,292,2,1,0
published,published-S1571064519300028,a complementary relationship between functional segregation and integration,relationship,JJ,IN,294,301,296,8,2,5
published,published-S1571064519300028,all neurocognitive mechanisms,mechanisms,JJ,NA,303,305,305,3,2,0
published,published-S1571064519300028,a sub,sub,DT,NA,307,308,308,2,1,0
published,published-S1571064519300028,"population of cells that have a common, specialised function",population,NA,IN,310,319,310,9,0,8
published,published-S1571064519300028,they,they,NA,NA,322,322,322,1,0,0
published,published-S1571064519300028,their distal connections with other subsystems,connections,JJ,IN,329,334,331,6,2,3
published,published-S1571064519300028,the same time,time,JJ,NA,340,342,342,3,2,0
published,published-S1571064519300028,it,it,NA,NA,344,344,344,1,0,0
published,published-S1571064519300028,some neural subsystems,subsystems,JJ,NA,348,350,350,3,2,0
published,published-S1571064519300028,others,others,NA,NA,356,356,356,1,0,0
published,published-S1571064519300028,The type of neural architecture described here,type,DT,IN,358,364,359,7,1,5
published,published-S1571064519300028,a growing consensus that human cognition and behaviour emerge from the integrated dynamics of hierarchical networks of  neural processing mechanisms,consensus,VBG,IN,366,392,368,20,2,17
published,published-S1571064519300028,nothing controversial about this claim,nothing,NA,JJ,399,403,399,5,0,4
published,published-S1571064519300028,"The idea that the brain exhibits a hierarchical structure that progresses from relatively ‘domain-specific’ systems through to highly integrated, ‘domain-general’ regions",idea,DT,IN,405,434,406,23,1,21
published,published-S1571064519300028,influential perspectives such as global neuronal workspace theory,perspectives,JJ,JJ,445,452,446,8,1,6
published,published-S1571064519300028,the dual process theory of reasoning,theory,NN,IN,457,462,460,6,3,2
published,published-S1571064519300028,sophisticated structural and functional imaging studies in network neuroscience,studies,NN,IN,470,478,475,9,5,3
published,published-S1571064519300028,"extensive evidence that human cortical networks exhibit a nested, fractal-like structure",evidence,JJ,IN,481,494,482,12,1,10
published,published-S1571064519300028,cellular microcircuits in cortical columns,microcircuits,JJ,IN,498,502,499,5,1,3
published,published-S1571064519300028,the lowest level,level,JJS,NA,504,506,506,3,2,0
published,published-S1571064519300028,cortical areas at intermediate levels,areas,JJ,IN,509,513,510,5,1,3
published,published-S1571064519300028,distributed clusters of highly interconnected brain regions at the global level,clusters,VBN,IN,517,527,518,11,1,9
published,published-S1571064519300028,Fig,Fig,NA,NA,533,533,533,1,0,0
published,published-S1571064519300028,1a.3,1a.3,NA,NA,535,535,535,1,0,0
published,published-S1571064519300028,a hierarchical neural structure,structure,JJ,NA,538,541,541,4,3,0
published,published-S1571064519300028,"the theory of predictive processing, an increasingly popular scheme that describes the brain as a Bayesian ‘inference machine’ that minimises discrepancies between incoming sensory inputs and top-town predictions",theory,DT,IN,546,581,547,29,1,27
published,published-S1571064519300028,the literature on the brain''s hierarchical organisation,literature,DT,IN,587,595,588,8,1,6
published,published-S1571064519300028,we,we,NA,NA,609,609,609,1,0,0
published,published-S1571064519300028,it,it,NA,NA,614,614,614,1,0,0
published,published-S1571064519300028,we,we,NA,NA,619,619,619,1,0,0
published,published-S1571064519300028,the more contentious issue of why the brain is structured in this way,issue,JJ,IN,624,636,627,13,3,9
published,published-S1742706113006326,Osteoarthritis,Osteoarthritis,NA,NA,1,1,1,1,0,0
published,published-S1742706113006326,the predominant form of arthritis,form,JJ,IN,3,7,5,5,2,2
published,published-S1742706113006326,a leading cause of disability,cause,VBG,IN,10,14,12,5,2,2
published,published-S1742706113006326,Arthritic joints,joints,JJ,NA,19,20,20,2,1,0
published,published-S1742706113006326,"lesions in hyaline cartilage that result in severe pain, loss of motion",lesions,NA,IN,24,36,24,12,0,11
published,published-S1742706113006326,surgical intervention,intervention,JJ,NA,40,41,41,2,1,0
published,published-S1742706113006326,Cartilage tissue engineering,engineering,NN,NA,46,48,48,3,2,0
published,published-S1742706113006326,a treatment method for articular cartilage lesions,method,NN,IN,52,58,54,7,2,4
published,published-S1742706113006326,this approach,approach,DT,NA,60,61,61,2,1,0
published,published-S1742706113006326,a variety of scaffold materials which act as a carrier of and delivery vehicle for autologous chondrocytes and/or progenitor cells capable of cartilage formation,variety,DT,IN,64,87,65,25,1,23
published,published-S1742706113006326,Such strategies,strategies,JJ,NA,92,93,93,2,1,0
published,published-S1742706113006326,"scaffold materials that range from autologous periosteal membranes to highly fibrillar materials derived from both biopolymers and degradable polymers including collagen, hyaluronic acid and aliphatic polyesters",materials,NN,WDT,95,121,96,26,1,24
published,published-S1742706113006326,The materials used,materials,DT,VBN,126,128,127,3,1,1
published,published-S1742706113006326,"regards to functional characteristics including mechanical performance, cellular distribution, and cellular interaction with the matrix",regards,NA,IN,133,149,133,15,0,14
published,published-S1742706113006326,Articular cartilage,cartilage,JJ,NA,151,152,152,2,1,0
published,published-S1742706113006326,a highly organized tissue that provides a low-friction and wear-resistant bearing surface and exhibits anisotropic mechanical properties as a result of depth-dependent differences in the density and structural arrangement of its extracellular matrix,tissue,VBN,WDT,154,195,157,36,3,32
published,published-S1742706113006326,Articular cartilage,cartilage,JJ,NA,197,198,198,2,1,0
published,published-S1742706113006326,"four main zones: the superficial, middle, deep and calcified cartilage zone",zones,JJ,NA,202,215,204,11,2,8
published,published-S1742706113006326,Each zone,zone,DT,NA,220,221,221,2,1,0
published,published-S1742706113006326,"regards to biochemical content, morphology and biomechanical function",regards,NA,IN,224,232,224,8,0,7
published,published-S1742706113006326,increased proteoglycan concentration and stiffness with depth,concentration,JJ,CC,235,241,237,7,2,4
published,published-S1742706113006326,conversely cellular density,density,JJ,NA,244,246,246,3,2,0
published,published-S1742706113006326,the total collagen concentration,concentration,NN,NA,249,252,252,4,3,0
published,published-S1742706113006326,depth,depth,NA,NA,256,256,256,1,0,0
published,published-S1742706113006326,a functional perspective,perspective,JJ,NA,262,264,264,3,2,0
published,published-S1742706113006326,the cartilage portion of the osteochondral gradient,portion,NN,IN,266,272,268,7,2,4
published,published-S1742706113006326,two main regions: the superficial zone which exhibits a high tensile strength and low coefficient of friction to maintain smooth articulation; and a dense ECM region rich in proteoglycan molecules which contribute to the compressive mechanical properties by producing a high osmotic pressure within the tissue,regions,JJ,NA,277,324,279,46,2,43
published,published-S1742706113006326,"The superficial, middle and deep zones",zones,JJ,NA,329,335,335,6,5,0
published,published-S1742706113006326,distinct gene and microRNA expression profiles,gene,JJ,CC,337,342,338,6,1,4
published,published-S1742706113006326,Grogan et al,al,NNP,NA,348,350,350,3,2,0
published,published-S1742706113006326,chondrocytes,chondrocytes,NA,NA,357,357,357,1,0,0
published,published-S1742706113006326,sufficient cell quantities,quantities,NN,NA,364,366,366,3,2,0
published,published-S1742706113006326,implantation,implantation,NA,NA,368,368,368,1,0,0
published,published-S1742706113006326,they,they,NA,NA,370,370,370,1,0,0
published,published-S1742706113006326,their characteristic gene expression profile of collagen II and aggrecan,profile,NN,IN,374,383,378,10,4,5
published,published-S1742706113006326,an order of magnitude,order,DT,IN,386,389,387,4,1,2
published,published-S1742706113006326,the first passage,passage,JJ,NA,391,393,393,3,2,0
published,published-S1742706113006326,high levels of collagen,levels,JJ,IN,398,401,399,4,1,2
published,published-S1742706113006326,Dedifferentiation,Dedifferentiation,NA,NA,407,407,407,1,0,0
published,published-S1742706113006326,chondrocytes,chondrocytes,NA,NA,413,413,413,1,0,0
published,published-S1742706113006326,"3-D matrices,",matrices,JJ,NN,415,419,418,3,2,0
published,published-S1742706113006326,"supplementation of the media with transforming growth factor -β3 and dexamethasone, and",supplementation,NA,IN,420,433,420,12,0,11
published,published-S1742706113006326,physiological mechanical loading,loading,JJ,NA,434,436,436,3,2,0
published,published-S1742706113006326,The redifferentiation protocols,protocols,NN,NA,441,443,443,3,2,0
published,published-S1742706113006326,gene expression as well as microRNA analysis,expression,NN,RB,448,454,449,7,1,5
published,published-S1742706113006326,the case of microRNA expression,case,DT,IN,458,462,459,5,1,3
published,published-S1742706113006326,the proper physical and chemical cues,cues,JJ,NA,469,474,474,6,5,0
published,published-S1742706113006326,The use of zonally derived chondrocyte populations,use,DT,IN,479,485,480,7,1,5
published,published-S1742706113006326,merits in creating zonal constructs for implantation,merits,NA,IN,487,493,487,7,0,6
published,published-S1742706113006326,the lack of efficient automated cell-sorting techniques,lack,DT,IN,497,505,498,8,1,6
published,published-S1742706113006326,their clinical applicability,applicability,JJ,NA,507,509,509,3,2,0
published,published-S1742706113006326,some,some,NA,NA,512,512,512,1,0,0
published,published-S1742706113006326,zonal properties,properties,JJ,NA,516,517,517,2,1,0
published,published-S1742706113006326,an expanded redifferentiated chondrocyte population,population,JJ,NA,522,526,526,5,4,0
published,published-S1742706113006326,simpler methods,methods,JJR,NA,528,529,529,2,1,0
published,published-S1742706113006326,zonal populations,populations,JJ,NA,535,536,536,2,1,0
published,published-S1742706113006326,the use of purified progenitors isolated from cartilage using the classic stage-specific embryonic antigen-4  marker for undifferentiated stem cells,use,DT,IN,538,561,539,21,1,19
published,published-S1742706113006326,insufficient difference,difference,JJ,NA,566,567,567,2,1,0
published,published-S1742706113006326,the additional complexity,complexity,JJ,NA,570,572,572,3,2,0
published,published-S1742706113006326,this reason,reason,DT,NA,578,579,579,2,1,0
published,published-S1742706113006326,"a mixed population of passage-2 chondrocytes,",population,JJ,IN,581,587,583,7,2,4
published,published-S1742706113006326,a redifferentiation medium,medium,NN,NA,590,592,592,3,2,0
published,published-S1742706113006326,the most widely investigated cell population for clinically applicable cartilage tissue engineering,population,NN,IN,595,606,600,12,5,6
published,published-S1742706113006326,Current strategies for scaffold fabrication which have been shown to support cartilage formation,strategies,JJ,IN,608,620,609,13,1,11
published,published-S1742706113006326,"fibrous materials, particulate-leaching, gas-foaming and phase separation",materials,JJ,NN,624,636,625,9,1,7
published,published-S1742706113006326,Each of these techniques,Each,NA,IN,641,644,641,4,0,3
published,published-S1742706113006326,specific advantages,advantages,JJ,NA,646,647,647,2,1,0
published,published-S1742706113006326,none,none,NA,NA,650,650,650,1,0,0
published,published-S1742706113006326,"all requirements for optimal scaffold performance including zonal organization, adequate mechanical properties, full cellular ingress and physiological levels of ECM formation",requirements,DT,IN,654,676,655,21,1,19
published,published-S1742706113006326,"a facile technique which produces flexible, densely packed fibre networks with tuneable mechanical, physical and biological properties based on polymer selection, fibre size, network orientation and overall thickness",technique,JJ,WDT,680,711,682,28,2,25
published,published-S1742706113006326,Previous research,research,JJ,NA,716,717,717,2,1,0
published,published-S1742706113006326,aligned electrospun fibres,fibres,NN,NA,721,723,723,3,2,0
published,published-S1742706113006326,the highly oriented morphological and tensile properties of the superficial zone of articular cartilage,properties,JJ,IN,728,741,734,14,6,7
published,published-S1742706113006326,vitro cartilage formation and,formation,NN,CC,750,753,752,4,2,1
published,published-S1742706113006326,chondrogenesis,chondrogenesis,NA,NA,754,754,754,1,0,0
published,published-S1742706113006326,electrospun scaffolds,scaffolds,NN,NA,761,762,762,2,1,0
published,published-S1742706113006326,regards to dimensional thickness and lack of cellular infiltration,regards,NA,IN,767,775,767,9,0,8
published,published-S1742706113006326,the dense packing of fibres,packing,JJ,IN,778,782,780,5,2,2
published,published-S1742706113006326,"One exception is melt electrospinning, which can completely eliminate these issues",exception,CD,VBZ,787,798,788,11,1,9
published,published-S1742706113006326,"fine  fibre sizes for control,",sizes,NN,IN,802,812,809,5,2,2
published,published-S1742706113006326,forming scaffolds,scaffolds,VBG,NA,813,814,814,2,1,0
published,published-S1742706113006326,solution electrospinning and fused,solution,NA,VBG,817,820,817,4,0,3
published,published-S1742706113006326,Particulate-templated scaffolds,scaffolds,VBN,NA,827,830,830,3,2,0
published,published-S1742706113006326,"their own unique advantages including greater control of pore size, interconnectivity, geometry and overall scaffold porosity",advantages,JJ,VBG,832,849,835,16,3,12
published,published-S1742706113006326,"the size, shape and loading of the particulate",size,DT,NN,852,860,853,8,1,6
published,published-S1742706113006326,a foam substrate,substrate,NN,NA,868,870,870,3,2,0
published,published-S1742706113006326,a bilayered scaffold that possesses the tensile strength and fibrous morphology of the electrospun membrane and the high porosity of the underlying foam,scaffold,VBN,WDT,872,894,874,23,2,20
published,published-S1742706113006326,The two-zone approach,approach,NN,NA,896,900,900,4,3,0
published,published-S1742706113006326,vascular and bladder scaffolds which utilize the layered design to mimic the structural variations within their respective tissues,scaffolds,NN,WDT,906,923,909,18,3,14
published,published-S1742706113006326,articular cartilage,cartilage,JJ,NA,932,933,933,2,1,0
published,published-S1742706113006326,a depth-dependent multi-zone morphology,morphology,JJ,NA,936,943,943,6,5,0
published,published-S1742706113006326,varied mechanical properties and function,properties,JJ,CC,946,950,948,5,2,2
published,published-S1742706113006326,A scaffold that mimics the structure of the native cartilage,scaffold,DT,WDT,952,961,953,10,1,8
published,published-S1742706113006326,a superior template,template,JJ,NA,964,966,966,3,2,0
published,published-S1742706113006326,in vitro cartilage formation and ECM organization,formation,NN,CC,968,974,971,7,3,3
published,published-S1742706113006326,Some approaches to multi-layer articular cartilage scaffolds,approaches,DT,IN,976,984,977,8,1,6
published,published-S1742706113006326,multi-layer hydrogels,hydrogels,JJ,NA,986,989,989,3,2,0
published,published-S1742706113006326,"[29], multilayer electrospun fibres [18] and anisotropic fused deposition modelling",fibres,NNP,XX,990,1004,996,10,3,6
published,published-S1742706113006326,This investigation,investigation,DT,NA,1009,1010,1010,2,1,0
published,published-S1742706113006326,a zonally organized articular cartilage scaffold,scaffold,NN,NA,1016,1021,1021,6,5,0
published,published-S1742706113006326,an electrospun fibre articulating surface,surface,NN,NA,1023,1027,1027,5,4,0
published,published-S1742706113006326,a particulate-leached foam,foam,VBN,NA,1030,1034,1034,4,3,0
published,published-S1742706113006326,we,we,NA,NA,1038,1038,1038,1,0,0
published,published-S1742706113006326,"scaffolds comprised of an aligned fibre zone, which mimics the morphology and mechanics of the superficial zone of articular cartilage,",scaffolds,NA,VBN,1045,1069,1048,20,0,19
published,published-S1742706113006326,a bulk porous particulate-templated scaffold which allows for full cellular infiltration and extensive ECM deposition,scaffold,VBN,WDT,1072,1088,1078,16,5,10
published,published-S1742706113006326,We,We,NA,NA,1090,1090,1090,1,0,0
published,published-S1742706113006326,the addition of aligned electrospun fibres,addition,DT,IN,1093,1098,1094,6,1,4
published,published-S1742706113006326,tensile properties,properties,JJ,NA,1101,1102,1102,2,1,0
published,published-S1742706113006326,surface roughness,roughness,NN,NA,1105,1106,1106,2,1,0
published,published-S1742706113006326,morphological similarities,similarities,JJ,NA,1110,1111,1111,2,1,0
published,published-S1742706113006326,native articular cartilage,cartilage,JJ,NA,1113,1115,1115,3,2,0
published,published-S1742706113006326,we,we,NA,NA,1119,1119,1119,1,0,0
published,published-S1742706113006326,the particulate size,size,NN,NA,1121,1129,1123,3,2,0
published,published-S1742706113006326,the particulate-templated scaffolds,scaffolds,VBN,NA,1131,1135,1135,4,3,0
published,published-S1742706113006326,smaller pores,pores,JJR,NA,1139,1140,1140,2,1,0
published,published-S1742706113006326,vitro cartilage formation by bovine chondrocytes,formation,NN,IN,1144,1149,1146,6,2,3
published,published-S1742706113006326,Our results,results,PRP$,NA,1151,1152,1152,2,1,0
published,published-S1742706113006326,the electrostatic deposition of fibres with aligned orientation onto particulate-templated foams,deposition,JJ,IN,1155,1167,1157,12,2,9
published,published-S1742706113006326,"scaffolds which mimic key mechanical and functional characteristics of native cartilage and are able to support in vitro cartilage formation, indicating their promise in regenerative medicine strategies to repair articular cartilage lesions",scaffolds,NA,WDT,1169,1201,1169,32,0,31
published,published-S1808869415002293,The cochlear implant  device,device,NN,NA,1,7,7,4,3,0
published,published-S1808869415002293,the most important therapeutic options for patients with severe and/or profound bilateral sensorineural hearing loss,options,JJ,IN,17,31,21,16,4,11
published,published-S1808869415002293,cases who did not achieve satisfactory auditory perception benefits with the use of individual sound amplification device,cases,NA,WP,34,53,34,17,0,16
published,published-S1808869415002293,The CIs,CIs,DT,NA,55,56,56,2,1,0
published,published-S1808869415002293,progressively younger ages,ages,JJR,NA,61,63,63,3,2,0
published,published-S1808869415002293,advances in early audiological diagnosis and new technologies in the CI devices.1,advances,NA,IN,66,77,66,13,0,12
published,published-S1808869415002293,the last decades,decades,JJ,NA,79,81,81,3,2,0
published,published-S1808869415002293,bilateral CI surgery,surgery,NNP,NA,83,85,85,3,2,0
published,published-S1808869415002293,that,that,NA,NA,93,93,93,1,0,0
published,published-S1808869415002293,The simultaneous technique,technique,JJ,NA,101,103,103,3,2,0
published,published-S1808869415002293,the patient,patient,DT,NA,107,108,108,2,1,0
published,published-S1808869415002293,the two internal components in a single surgical procedure,components,JJ,IN,110,118,113,9,3,5
published,published-S1808869415002293,the patient,patient,DT,NA,126,127,127,2,1,0
published,published-S1808869415002293,the two internal components in different surgical procedures,components,JJ,IN,129,136,132,8,3,4
published,published-S1808869415002293,Patients who require a CI,Patients,NA,WP,138,142,138,5,0,4
published,published-S1808869415002293,the bilateral procedure,procedure,JJ,NA,147,149,149,3,2,0
published,published-S1808869415002293,Some studies,studies,DT,NA,151,152,152,2,1,0
published,published-S1808869415002293,these patients,patients,DT,NA,156,157,157,2,1,0
published,published-S1808869415002293,improved speech in the perception with noise2,speech,VBN,IN,160,166,161,7,1,5
published,published-S1808869415002293,sound,sound,NA,NA,169,169,169,1,0,0
published,published-S1808869415002293,The process known as “Programming” or “Mapping” of the CI speech processor is performed at regular intervals postoperatively,process,DT,VBN,171,192,172,18,1,16
published,published-S1808869415002293,The Mapping process,process,NN,NA,194,196,196,3,2,0
published,published-S1808869415002293,the appropriate dynamic range of electrical stimulation for each electrode channel,range,JJ,IN,200,210,203,11,3,7
published,published-S1808869415002293,The dynamic range,range,JJ,NA,212,214,214,3,2,0
published,published-S1808869415002293,the difference between the detection perception threshold  and loudness – maximum comfort,difference,DT,IN,216,235,217,11,1,9
published,published-S1808869415002293,The measurement of the electrode impedance telemetry,measurement,DT,IN,236,242,237,7,1,5
published,published-S1808869415002293,"an indication of the electrode interface status in the tissues, as well as the appropriate electrode function",indication,DT,IN,245,262,246,17,1,15
published,published-S1808869415002293,Significant changes in these measures,changes,JJ,IN,264,268,265,5,1,3
published,published-S1808869415002293,changes in the surrounding tissue,changes,NA,IN,273,277,273,5,0,4
published,published-S1808869415002293,electrode function,function,JJ,NA,281,282,282,2,1,0
published,published-S1808869415002293,Initial changes in electrode impedance,changes,JJ,IN,284,288,285,5,1,3
published,published-S1808869415002293,physical changes in the electrode-tissue,changes,JJ,IN,294,300,295,6,1,4
published,published-S1808869415002293,The CI,CI,DT,NA,302,303,303,2,1,0
published,published-S1808869415002293,the capacity to measure the electrically evoked compound action potential  of the auditory nerve,capacity,DT,TO,305,321,306,14,1,12
published,published-S1808869415002293,The system,system,DT,NA,323,324,324,2,1,0
published,published-S1808869415002293,an electrical pulse,pulse,JJ,NA,326,328,328,3,2,0
published,published-S1808869415002293,a specific intracochlear electrode and,electrode,NN,CC,330,334,333,5,3,1
published,published-S1808869415002293,the evoked neural response,response,JJ,NA,335,338,338,4,3,0
published,published-S1808869415002293,an adjacent electrode,electrode,JJ,NA,342,344,344,3,2,0
published,published-S1808869415002293,A measure called Neural Response Telemetry,measure,DT,VBN,346,354,347,6,1,4
published,published-S1808869415002293,this potential,potential,DT,NA,359,360,360,2,1,0
published,published-S1808869415002293,The system,system,DT,NA,362,363,363,2,1,0
published,published-S1808869415002293,a valid neural response and robust recordings,response,JJ,CC,365,371,368,7,3,3
published,published-S1808869415002293,These responses,responses,DT,NA,373,374,374,2,1,0
published,published-S1808869415002293,the programming interface system,system,NN,NA,380,383,383,4,3,0
published,published-S1808869415002293,clinical analysis,analysis,JJ,NA,385,386,386,2,1,0
published,published-S1808869415002293,The ECAP,ECAP,DT,NA,387,388,388,2,1,0
published,published-S1808869415002293,a relatively direct measurement of the auditory nerve response after electrical stimulation,measurement,JJ,IN,390,401,393,12,3,8
published,published-S1808869415002293,it,it,NA,NA,403,403,403,1,0,0
published,published-S1808869415002293,current units,units,JJ,NA,407,409,408,2,1,0
published,published-S1808869415002293,The ECAP,ECAP,DT,NA,411,412,412,2,1,0
published,published-S1808869415002293,"an initial negative peak followed by a positive peak, called N1 and P1, respectively.7,8 The NRT threshold",peak,JJ,VBN,417,440,420,18,3,14
published,published-S1808869415002293,the smallest amount of electric current that can evoke these physiological responses,amount,JJS,IN,444,455,446,12,2,9
published,published-S1808869415002293,Studies,Studies,NA,NA,457,457,457,1,0,0
published,published-S1808869415002293,the T-NRT,NRT,HYPH,NA,461,464,464,3,2,0
published,published-S1808869415002293,postoperative intervals,intervals,JJ,NA,469,470,470,2,1,0
published,published-S1808869415002293,the psychophysical detection of the threshold,detection,JJ,IN,475,484,477,6,2,3
published,published-S1808869415002293,comfort,comfort,NA,NA,490,494,490,1,0,0
published,published-S1808869415002293,patients with CIs,patients,NA,IN,496,498,496,3,0,2
published,published-S1808869415002293,The amplitude of the response,amplitude,DT,IN,500,511,501,5,1,3
published,published-S1808869415002293,increasing stimulus intensity,intensity,NN,NA,514,516,516,3,2,0
published,published-S1808869415002293,it,it,NA,NA,518,518,518,1,0,0
published,published-S1808869415002293,millivolts,millivolts,NA,NA,522,522,522,1,0,0
published,published-S1808869415002293,the abovementioned facts,facts,VBN,NA,526,528,528,3,2,0
published,published-S1808869415002293,this study,study,DT,NA,530,531,531,2,1,0
published,published-S1808869415002293,the ECAP,ECAP,DT,NA,535,536,536,2,1,0
published,published-S1808869415002293,NRT,NRT,NA,NA,538,538,538,1,0,0
published,published-S1808869415002293,children who received bilateral cochlear implants,children,NA,WP,540,545,540,6,0,5
published,published-S1808869415002293,The ECAP,ECAP,DT,NA,547,548,548,2,1,0
published,published-S1808869415002293,relation to the T-NRT visual threshold and the amplitude of N1-P1 peak,relation,NA,IN,553,568,553,14,0,13
published,published-S1808869415002293,the first year of CI use,year,JJ,IN,570,575,572,6,2,3
published,published-S1808869418307857,the similarity in their natural history,similarity,DT,IN,4,9,5,6,1,4
published,published-S1808869418307857,"cancers that affect the oral cavity, oropharynx, larynx, and hypopharynx",cancers,NA,WDT,11,23,11,10,0,9
published,published-S1808869418307857,squamous cell carcinoma of the upper aerodigestive tract,carcinoma,NN,IN,29,39,31,8,2,5
published,published-S1808869418307857,"head and neck cancer,",cancer,NN,NA,43,47,46,4,3,0
published,published-S1808869418307857,lay language,language,NN,NA,54,55,55,2,1,0
published,published-S1808869418307857,cancer of the mouth and throat,cancer,NA,IN,58,63,58,6,0,5
published,published-S1808869418307857,they,they,NA,NA,68,68,68,1,0,0
published,published-S1808869418307857,different diseases,diseases,JJ,NA,70,71,71,2,1,0
published,published-S1808869418307857,different anatomical regions,regions,JJ,NA,74,76,76,3,2,0
published,published-S1808869418307857,them,them,NA,NA,79,79,79,1,0,0
published,published-S1808869418307857,an epidemiological context,context,JJ,NA,85,87,87,3,2,0
published,published-S1808869418307857,the development of,development,DT,IN,90,92,91,3,1,1
published,published-S1808869418307857,UADT carcinoma,carcinoma,NNP,NA,97,98,98,2,1,0
published,published-S1808869418307857,the sixth most prevalent type of cancer in the world with 9.2% of cases,type,JJ,IN,100,114,104,14,4,9
published,published-S1808869418307857,Brazil,Brazil,NA,NA,129,129,129,1,0,0
published,published-S1808869418307857,the 2018/19 period,period,CD,NA,132,134,134,4,3,0
published,published-S1808869418307857,the National Cancer Institute 3,Institute,NNP,NA,136,141,139,5,3,1
published,published-S1808869418307857,"22,370 new cases of UADT carcinoma , of which 17,590 cases were found in males and 4780 in females, corresponding respectively to the 3rd most prevalent cancer in males and the 12th in females",cases,JJ,IN,143,184,145,33,2,30
published,published-S1808869418307857,INCA,INCA,NA,NA,189,189,189,1,0,0
published,published-S1808869418307857,the cases of UADT carcinoma in both genders,cases,DT,IN,191,198,192,8,1,6
published,published-S1808869418307857,"an estimated risk of 21.51 new cases per 100,000 inhabitants",risk,VBN,IN,201,210,203,10,2,7
published,published-S1808869418307857,This,This,NA,NA,212,212,212,1,0,0
published,published-S1808869418307857,a serious public health problem,problem,NN,NA,214,218,218,5,4,0
published,published-S1808869418307857,its incidence,incidence,PRP$,NA,224,225,225,2,1,0
published,published-S1808869418307857,the cancer stage,stage,NN,NA,229,231,231,3,2,0
published,published-S1808869418307857,the time of diagnosis in Brazil,time,DT,IN,244,249,245,6,1,4
published,published-S1808869418307857,"a mean mortality rate of 46% in 5 years, which has remained unchanged in the last two to three decades.4–6",rate,NN,IN,252,273,255,22,3,18
published,published-S1808869418307857,The main risk factors7 for UADT carcinoma,factors7,NN,IN,274,280,277,7,3,3
published,published-S1808869418307857,"the smoking habit, alcohol consumption, sun exposure for lip cancer and Human Papilloma Virus , especially in the oropharynx",habit,NN,NN,282,305,284,18,2,15
published,published-S1808869418307857,"This is an asymptomatic or oligosymptomatic disease in its initial course, often presenting as the main pre-cancerous lesions  or precursor lesions erythroplakia, erythroleukoplakia and leukoplakia.7,8 Several barriers to an early diagnosis have been described, which seem to be related to the population''s lack of knowledge about risk factors, poor social support, low levels of schooling and per capita income, demographic/geographical aspects, and poor access to health services.9,10",This,NA,VBZ,307,389,307,72,0,71
published,published-S1808869418307857,the Brazilian reality,reality,JJ,NA,391,393,393,3,2,0
published,published-S1808869418307857,no possibility to act on all the above mentioned factors,possibility,DT,TO,397,406,398,10,1,8
published,published-S1808869418307857,this reason,reason,DT,NA,410,411,411,2,1,0
published,published-S1808869418307857,it,it,NA,NA,412,412,412,1,0,0
published,published-S1808869418307857,the early finding of a Pre-Cancerous Lesion  in the Upper Aerodigestive Tract,finding,JJ,IN,417,436,419,13,2,10
published,published-S1808869418307857,"the most effective form of successful prevention and clinical intervention,11 which would be possible with prevention campaigns",form,JJ,IN,438,454,441,18,3,14
published,published-S1808869418307857,prevention campaigns against cancer of the oral cavity and larynx initiated in Brazil,campaigns,NN,IN,458,470,459,13,1,11
published,published-S1808869418307857,individuals with/,individuals,NA,IN,478,480,478,2,0,1
published,published-S1808869418307857,risk factors,factors,NN,NA,482,483,483,2,1,0
published,published-S1808869418307857,ages outside the age group,ages,NA,IN,486,490,486,5,0,4
published,published-S1808869418307857,higher prevalence due to the broad appeal in the community and inattention to pre-cancerous lesions,prevalence,JJR,IN,493,509,494,16,1,14
published,published-S1808869418307857,part,part,NA,NA,512,512,512,1,0,0
published,published-S1808869418307857,the target population of these campaigns,population,NN,IN,514,519,516,6,2,3
published,published-S1808869418307857,risk,risk,NA,NA,528,528,528,1,0,0
published,published-S1808869418307857,the low number of cancer detection cases.12,number,JJ,IN,533,539,535,8,2,5
published,published-S1808869418307857,one,one,NA,NA,542,542,542,1,0,0
published,published-S1808869418307857,the element of public awareness and information against the several types of cancer,element,DT,IN,546,558,547,13,1,11
published,published-S1808869418307857,a better understanding of the biological and epidemiological processes for UADT carcinoma prevention,understanding,JJR,IN,561,573,563,13,2,10
published,published-S1808869418307857,conventional prevention campaigns,campaigns,NN,NA,578,580,580,3,2,0
published,published-S1808869418307857,one,one,NA,NA,582,582,582,1,0,0
published,published-S1808869418307857,the individuals who fit the high-risk profile,individuals,DT,WP,585,593,586,8,1,6
published,published-S1808869418307857,them,them,NA,NA,596,596,596,1,0,0
published,published-S1808869418307857,medical care,care,JJ,NA,598,599,599,2,1,0
published,published-S1808869418307857,an active search,search,JJ,NA,601,603,603,3,2,0
published,published-S1808869418307857,This strategy,strategy,DT,NA,604,605,605,2,1,0
published,published-S1808869418307857,Kerala,Kerala,NA,NA,609,612,609,1,0,0
published,published-S1808869418307857,"a campaign against cancer of the oral cavity, where screening results were considered satisfactory.14 Subsequently,",campaign,DT,IN,614,630,615,16,1,14
